,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
13426,12316,Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,,,,Ubisoft,Rayman ,,,Ubisoft,,
13427,12317,Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,,,TML Studios,,
13428,12318,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,,,,Bandai,Mobile Suit Gundam ,,,Bec,,
13429,12319,The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,0.0,0.0,5.0,THQ Nordic,The Book of Unwritten Tales,2012-12-18,,,,The Book of Unwritten Tales: The Critter Chronicles
13430,12320,Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,,,,Atlus,,,,Compile Heart,,
13431,12321,F1 2001,XB,2001.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,7.3,3.0,8.0,Electronic Arts,F1 (EA Sports),2001-10-16,,EA Sports,Electronic Arts,F1 2001
13432,12322,Fishing Master (jp sales),Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,5.0,4.0,5,Konami,Fishing Master ,,,,,Fishing Master
13433,12323,Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,Koei,"""Zill O'll """,,,,,Zill O'll infinite
13434,12324,Pawly Pets: My Vet Practice,DS,2007.0,Strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06,,,,Ubisoft,,,,DTP,,
13435,12325,Tonka Rescue Patrol,GC,2003.0,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,,,,TDK Mediactive,,,,Lucky Chicken,,
13436,12326,GunGriffon II,SAT,1998.0,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,,,,ESP ,GunGriffon ,,,Game Arts,,
13437,12327,Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,7.0,1.0,,Atlus,Astonishia Story ,,,Sonnori Corporation,,
13438,12328,Legend of Kay,PS4,2015.0,Action,Nordic Games,0.02,0.03,0.0,0.01,0.06,7.0,3.0,,JoWooD Productions,,,Bigben Interactive,Neon Studios,,
13439,12329,Order Up!!,PS3,2011.0,Action,Funbox Media,0.04,0.01,0.0,0.01,0.06,,,,Zoo Games,Order Up ! ,,,SuperVillain Studios,,
13440,12330,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06,,,,Atlus,Bumpy Trot ,,,,,Steambot Chronicles : Battle Tournament
13441,12331,Bomberman Land,PSP,2007.0,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06,7.0,1.0,5.0,Hudson Soft,Bomberman,2008-03-19,,Hudson Soft,Hudson Soft,Bomberman Land
13442,12332,Spy Fox in Dry Cereal,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,7.0,1.0,,Humongous Entertainment,James Renard ,,Atari,,,James Renard : Opération Milkshake
13443,12333,Cel Damage,GC,2002.0,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,,,Electronic Arts,,,,Pseudo Interactive,Electronic Arts,Cel Damage
13444,12334,Lego Batman 3: Beyond Gotham,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06,7.1,10.0,,Warner Bros. Interactive Entertainment,,,,"""Traveller's Tales""",,
13445,12335,Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06,6.7,35.0,6,Xbox Game Studios,Killer Instinct ,,,Double Helix,,
13446,12336,Famicom Mini: Balloon Fight,GBA,2004.0,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,6.4,17.0,,Nintendo,,,,Nintendo,,
13447,12337,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,,,,5pb. Games,Steins ; Gate ,,,,,Steins ; Gate Senkei Kôsoku Phenogram
13448,12338,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007.0,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13449,12339,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13450,12340,Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,0.0,0.0,2.5,Eidos Interactive,LEGO,2007-05-25,,"""Traveller's Tales""",Eidos Interactive,Bionicle Heroes
13451,12341,Ratchet & Clank Collection,PSV,2014.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.06,7.7,23.0,5,Sony Interactive Entertainment,Ratchet & Clank ,,,Insomniac Games,,
13452,12342,The Pinball of the Dead,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,8.0,1.0,,Sega,The House of The Dead ,,,WOW Entertainment,,
13453,12343,Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,6.6,5.0,,Atlus,Growlanser ,,,Career Soft,,
13454,12344,Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,,,,Sony Interactive Entertainment,Arc The Lad ,,,Cattle Call,,
13455,12345,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,7.4,102.0,8,Ubisoft,,,,,Ubisoft,Splinter Cell : Pandora Tomorrow
13456,12346,The King of Route 66,PS2,2003.0,Racing,Sega,0.03,0.02,0.0,0.01,0.06,0.0,0.0,3.0,Sega,,2003-09-04,,,,The King of Route 66
13457,12347,Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.06,6.7,74.0,8,Focus Entertainment,Sherlock Holmes ,,,Frogwares,,
13458,12348,Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,,,,Acclaim Entertainment,Bubble Bobble ,,Acclaim Entertainment,Probe Software,,
13459,12349,Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,Intellivision Productions,Intellivision Lives ,,,Quicksilver Software,,
13460,12350,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,7.6,95.0,7,LucasArts Entertainment,,,Activision,Obsidian Entertainment,,
13461,12351,Panzer Tactics,DS,2007.0,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,9.0,1.0,7,10tacle,Panzer General ,,,Sproing Interactive Media,,
13462,12352,Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,9.0,1.0,,Konami,Pro Baseball Spirits ,,,,Konami,Pro Baseball Spirits 2013
13463,12353,Robotica,SAT,1994.0,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,,,,Sega,,,,Micronet,,
13464,12354,Deathrow: Underground Team Combat,XB,2002.0,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,6.5,2.0,4,Ubisoft,,,,Southend Interactive,,
13465,12355,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,,,,Groove Games,,,,Brainbox Games,,
13466,12356,R-Types,PS,1998.0,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,7.1,11.0,7,Tozai Games,R-Type ,,,Southend Interactive,,
13467,12357,Star Fighter,PS,1995.0,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06,5.6,14.0,7,LucasArts Entertainment,Star Wars ,,,LucasArts Entertainment,,
13468,12358,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13469,12359,Osu! Tatakae! Ouendan,DS,2005.0,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13470,12360,Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,Square Enix,,,,Square Enix,,
13471,12361,Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,Bandai Namco Games,Retro Game Challenge ,,,Indies 0,,
13472,12362,Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,6.4,19.0,6.0,Xbox Game Studios,Age of Empires,2011-08-23,,,,Age of Empires Online
13473,12363,Alien Syndrome,Wii,2007.0,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,3.0,1.0,4.0,Sega,Alien Syndrome,2007-09-06,,Totally Games,Sega,Alien Syndrome
13474,12364,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,Bandai Namco Games,Detective Conan ,,,,,Detective Conan 3
13475,12365,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,8.5,6.0,,Falcom,Falcom,,,Falcom,,
13476,12366,Challenge Me: Brain Puzzles,DS,2009.0,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,,,,O-Games,Challenge Me ,,,,,Challenge Me : Brain Puzzles
13477,12367,Legend of Kay,DS,2010.0,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,7.0,3.0,,JoWooD Productions,,,Bigben Interactive,Neon Studios,,
13478,12368,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,5.3,8.0,6.0,THQ,Hôshin Engi,2003-03-21,,Koei,THQ,Mystic Heroes
13479,12369,From The Abyss,DS,2008.0,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,4.0,2.0,4.0,Nobilis,From The Abyss,2009-03-27,,,,From The Abyss
13480,12370,The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,Activision,0.03,0.03,0.0,0.0,0.06,4.9,11.0,,Activision,Spider-Man ,,,,Activision,The Amazing Spider-Man 2
13481,12371,Tron 2.0: Killer App,GBA,2004.0,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,5.9,8.0,5.0,Disney Interactive,Tron,2003-08-28,,,,Tron 2.0 : Killer App
13482,12371,Tron 2.0: Killer App,GBA,2004.0,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,5.9,8.0,5.0,Disney Interactive,Tron,2003-08-28,,,,Tron 2.0: Killer App
13483,12372,Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06,0.0,0.0,0.0,0.06,7.4,17.0,,Ignition Entertainment,,,,SNK Playmore,,
13484,12373,Mega Minis Volume 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.06,8.0,1.0,,Sony Interactive Entertainment,,,,,,Mega Minis Volume 3
13485,12374,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,6.0,1.0,,Konami,Jurassic Park ,,,,,Jurassic Park III : Park Builder
13486,12375,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,Mario vs. Donkey Kong : Tipping Stars
13487,12376,Unchained Blades,PSP,2011.0,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,,,,XSEED Games,,,,FuRyu,,
13488,12377,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,3,Bandai Namco Games,Kenshin le Vagabond ,,,,,Kenshin le Vagabond
13489,12378,Di-Gata Defenders,DS,2008.0,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,,,2,The Game Factory,,,KOCH Media France,Mistic Software,,
13490,12379,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,6.0,2.0,5.0,Bethesda Softworks,Star Trek,2006-12-20,,,,Star Trek : Tactical Assault
13491,12379,Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,6.0,2.0,5.0,Bethesda Softworks,Star Trek,2006-12-20,,,,Star Trek: Tactical Assault
13492,12380,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,Bandai Namco Games,Code Geass ,,,Crafts & Meister,,
13493,12381,Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.05,0.0,0.0,0.01,0.06,,,,Bandai Namco Games,Warhammer ,,,,,Warhammer : Battle for Atluma
13494,12382,Sudoku Ball Detective,DS,2009.0,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,,,,Playlogic,,,,White Bear Studios,,
13495,12383,LEGO Bionicle,GBA,2001.0,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,,,3,Electronic Arts,,,,Argonaut Games,,
13496,12384,Power Shovel,PS,2000.0,Action,JVC,0.03,0.02,0.0,0.0,0.06,7.9,147.0,8,,Shovel Knight ,,,Yacht Club Games,,
13497,12385,Blur,PC,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,6.9,46.0,6.0,Activision,,2010-06-04,,Bizarre Creations,Activision,Blur
13498,12386,Generator Rex: Agent of Providence,X360,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,,,,Activision,,,,,Activision,Generator Rex : Agent of Providence
13499,12387,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995.0,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,8.9,197.0,9,Nintendo,Mario ,,,Nintendo,,
13500,12388,Spy Games: Elevator Mission,Wii,2007.0,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,,,,UFO Interactive,,,,,,Spy Games : Elevator Mission
13501,12389,Strike Force Bowling,GC,2005.0,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,,,,,
13502,12390,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,6.9,9.0,6.0,Gamestop,,2016-07-19,,,,Song of the Deep
13503,12391,Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,7.1,28.0,6,D3 Publisher,Force de Défense Terrestre ,,D3 Publisher,Sandlot,,
13504,12392,Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,7.3,13.0,6,Koei,Atelier ,,,Gust,,
13505,12393,There,PS,2002.0,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,7.6,16.0,,,Out There ,,,Mi-Clos Studio,,
13506,12394,Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,Atari,0.06,0.0,0.0,0.0,0.06,,,,Atari,"""Atari's Greatest Hits """,,,Code Mystics,,
13507,12395,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,,,,
13508,12396,Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13509,12397,Championship Surfer,PS,2000.0,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,0.0,0.0,6.0,Mattel Interactive,Championship Surfer,2001-01-26,,,,Championship Surfer
13510,12398,Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,6.9,52.0,8.0,Midway Games,Unreal,2007-11-26,Midway Games,Epic Games,Midway Games,Unreal Tournament III
13511,12399,Monster Garage,XB,2004.0,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,,,,,,,,,,
13512,12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,Bandai Namco Games,Taiko no Tatsujin ,,,,,Taiko Drum Master : Atsumete Tomodachi Daisakusen !
13513,12401,The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,7.0,32.0,7.0,Focus Entertainment,,2011-04-08,,,,The Next BIG Thing
13514,12402,Tecmo Classic Arcade,XB,2005.0,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,,,2,Tecmo,,,,,,Tecmo Hit Parade
13515,12403,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005.0,Misc,Sega,0.04,0.02,0.0,0.0,0.06,8.0,1.0,7,Sega,Sonic ,,,Sonic Team,,
13516,12404,Valentino Rossi: The Game,PS4,2016.0,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06,8.0,1.0,,PQube,MotoGP ,,,Milestone,,
13517,12405,Monkey Island: Special Edition Collection,X360,2011.0,Adventure,Activision,0.0,0.05,0.0,0.01,0.06,8.0,20.0,,Activision,,,,LucasArts Entertainment,,
13518,12406,Mad Maestro!,PS2,2001.0,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,7.3,3.0,7,Eidos Interactive,Mad Maestro ,,,,,Mad Maestro !
13519,12407,A-Train: City Simulator,3DS,2014.0,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,,,3,505 Games,A-Train ,,Digital Bros.,Artdink Corporation,,
13520,12408,Densha De Go! 3 Tsuukinhen,PS2,2001.0,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,,,,Taito Corporation,Densha de GO ! ,,,Taito Corporation,,
13521,12409,Biker Mice From Mars,PS2,2006.0,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,8.5,2.0,,Konami,Biker Mice From Mars ,,,Konami,,
13522,12410,Call of Duty 2,PC,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,7.5,105.0,7.0,Activision,Call of Duty,2005-11-04,,Infinity Ward,Activision,Call of Duty 2
13523,12411,Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,THQ,Paws & Claws ,,,,,Paws & Claws : Pampered Pets 2
13524,12412,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006.0,Misc,Daito,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13525,12413,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013.0,Shooter,Activision,0.0,0.06,0.0,0.0,0.06,,,,Activision,"""Bob l'Eponge """,,,Behaviour Interactive,,
13526,12414,Pro Evolution Soccer 2017,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.01,0.04,0.0,0.06,7.0,15.0,7.0,Konami,eFootball (Pro Evolution Soccer),2016-09-13,,Konami,Konami,Pro Evolution Soccer 2017
13527,12415,Giants: Citizen Kabuto,PS2,2001.0,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,7.3,11.0,7.5,Interplay Entertainment,,2002-05-06,,,,Giants : Citizen Kabuto
13528,12415,Giants: Citizen Kabuto,PS2,2001.0,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,7.3,11.0,7.5,Interplay Entertainment,,2002-05-06,,,,Giants: Citizen Kabuto
13529,12416,Steins;Gate,X360,2009.0,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,8.3,33.0,,5pb. Games,,,PQube,Mages,,
13530,12417,A New Beginning,PC,2010.0,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,6.4,8.0,,Deep Silver,,,Koch Media,Daedalic Entertainment,,
13531,12418,MotoGP 10/11,X360,2011.0,Racing,Capcom,0.0,0.05,0.0,0.01,0.06,7.0,1.0,,Capcom,MotoGP ,,,Monumental Games,,
13532,12419,Alone in the Dark,PS2,2008.0,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,4.8,56.0,4.0,Atari,Alone in the Dark,2008-07-10,,Eden Games,Atari,Alone in the Dark
13533,12420,Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,7.8,19.0,6.5,Zen United,Guilty Gear,2012-10-25,,Arc System Works,Arc System Works America,Guilty Gear XX Accent Core Plus R
13534,12420,Guilty Gear XX Accent Core Plus,PS2,2008.0,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,7.8,19.0,6.5,Zen United,Guilty Gear,2012-10-25,,Arc System Works,Arc System Works America,Guilty Gear XX Accent Core Plus
13535,12421,Muppets Party Cruise,PS2,2003.0,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,,,,TDK Mediactive,Muppet ,,,Mass Media,,
13536,12422,Higurashi Daybreak Portable,PSP,2008.0,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,Alchemist,When they Cry ,,,Alchemist,,
13537,12423,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,Crayon Shin-chan Geki Atsu ! Daikonran
13538,12424,Shonen Jump's One Piece: Grand Battle,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,5.0,5.0,,Bandai,One Piece ,,,Ganbarion,,
13539,12425,Barbie Horse Adventures: Wild Horse Rescue,XB,2003.0,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,,,,Vivendi Games,Barbie ,,,Blitz Games,,
13540,12426,Winx Club: Quest for the Codex,DS,2006.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,,,,Konami,Winx Club ,,,,,Winx Club : The Quest for the Codex
13541,12427,Blast Lacrosse,PS,2001.0,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,,,,Acclaim Entertainment,,,,Sandbox Studios,,
13542,12428,Devil's Third,WiiU,2015.0,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,5.4,12.0,3.0,Nintendo,,2015-08-31,,,,Devil's Third
13543,12429,DreamWorks Super Star Kartz,X360,2011.0,Racing,Activision,0.05,0.01,0.0,0.0,0.06,,,,Activision,,,,,Activision,DreamWorks Super Star Kartz
13544,12430,Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,6.9,19.0,5,Taito Corporation,Arkanoid ,,,Taito Corporation,,
13545,12431,Kikou Heidan J-Phoenix,PS2,2001.0,Action,Takara,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13546,12432,Backyard NFL Football '10,PS2,2009.0,Sports,Atari,0.03,0.02,0.0,0.01,0.06,,,,Atari Corporation,Backyard Sports ,,,Humongous Entertainment,,
13547,12433,Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06,,,,,,,,,,
13548,12434,Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,Aksys Games,0.04,0.0,0.01,0.01,0.06,7.4,23.0,7,Aksys Games,Zero Escape ,,,Spike Chunsoft,,
13549,12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005.0,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,,,,Konami,Shaman King ,,,Konami,,
13550,12436,Bubble Bobble: Old & New,GBA,2002.0,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,,,,Empire Interactive,Bubble Bobble ,,KOCH Media France,Taito Corporation,,
13551,12437,Puzzler Collection,Wii,2008.0,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,Ubisoft,Puzzler ,,,,Ubisoft,Puzzler Collection
13552,12438,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010.0,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,7.0,1.0,,Takara Tomy,Naruto ,,,8ing,,
13553,12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,0.0,0.0,0.06,0.0,0.06,,,,Sega,Ken le Survivant ,,,,,Jissen Pachi-Slot Hisshôhô ! Hokuto no Ken 2
13554,12440,Akai Katana Shin,X360,2011.0,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,7.3,18.0,,,,,,Rising Star Games,,
13555,12441,Kekkon: Marriage,SAT,1995.0,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,,,,Shogakukan,,,,,,Kekkon Marriage
13556,12442,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.06,7.1,63.0,7.0,505 Games,Terraria,2011-05-30,,Re-Logic,505 Games,Terraria
13557,12443,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011.0,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,Guacamelee 2
13558,12444,KimiKiss,PS2,2006.0,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,,,,Enterbrain,,,,,,Kimi Kiss
13559,12445,Cold Fear,XB,2005.0,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,7.0,23.0,7.0,Ubisoft,,2005-03-07,,Darkworks,Ubisoft,Cold Fear
13560,12446,World Cup of Pool,DS,2009.0,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,,,,Midas Interactive Entertainment,,,,,,World Cup of Pool
13561,12447,Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,,,,,,,,,,
13562,12448,Imagine: Cheerleader,DS,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,Ubisoft,Léa Passion ,,,1st Playable Productions,,
13563,12449,Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,6.4,7.0,5.0,Deep Silver,Risen,2014-08-19,,Piranha Bytes,Deep Silver,Risen 3 : Titan Lords
13564,12449,Risen 3: Titan Lords,PS4,2015.0,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,6.4,7.0,5.0,Deep Silver,Risen,2014-08-19,,Piranha Bytes,Deep Silver,Risen 3: Titan Lords
13565,12450,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13566,12451,Busy Scissors,DS,2010.0,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,,,Little Orbit,,,Namco Bandai Partners,Game Machine Studios,,
13567,12452,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,7.4,23.0,7,Aksys Games,Zero Escape ,,,Spike Chunsoft,,
