,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Note_joueurs,Nb_avis,Note_GK,Editeur,Licence,Date_Test_GK,Distributeur,Développeur,Éditeur,French_name
13282,12179,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,6.8,10.0,7.0,Xbox Game Studios,Age of Empires,2007-10-26,,,,Age of Empires III : The Asian Dynasties
13283,12179,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,6.8,10.0,7.0,Xbox Game Studios,Age of Empires,2007-10-26,,,,Age of Empires III: The Asian Dynasties
13284,12180,Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,5.0,1.0,,Koei,,,Sony Interactive Entertainment Europe,Koei,,
13285,12181,Dungeon Maker II: The Hidden War,PSP,2007.0,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,,,,UFO Interactive,Dungeon Maker : Hunting Ground ,,,GAE,,
13286,12182,The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,,,,Atlus,,,,,,Final Round
13287,12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,Koei Tecmo,"""Nobunaga's Ambition """,,,,,Nobunaga's Ambition Tendô with Power Up Kit
13288,12184,Transformer: Rise of the Dark Spark,WiiU,2014.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,,Activision,TransFormers ,,,Edge of Reality,,
13289,12185,MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,
13290,12186,Rayman Arena,XB,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,5.7,13.0,5,Ubisoft,Rayman ,,,Ubisoft,,
13291,12187,Brain Quest: Grades 3 & 4,DS,2008.0,Misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07,,,,Electronic Arts,Brain Quest ,,,,,Brain Quest : Grades 3 & 4
13292,12188,Petz: Hamsterz Bunch,PSP,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,,,,Ubisoft,Petz ,,,Ubisoft Nagoya,,
13293,12189,The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,7.0,1.0,,SNK Playmore,The King of Fighters ,,,SNK Playmore,,
13294,12190,Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07,,,,D3 Publisher,Kamen Rider ,,,,,Kamen Rider : Dragon Knight
13295,12191,Army Men: Green Rogue,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,,,,The 3DO Company,Army Men ,,,The 3DO Company,,
13296,12192,Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,,Destination Software Inc.,,,Zushi Games,Gravity I,,
13297,12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,,,,5pb. Games,"""Lucian Bee's """,,,HuneX,,
13298,12194,Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,7.8,25.0,8,Sony Interactive Entertainment Europe,Sly Raccoon ,,,Sucker Punch,,
13299,12195,Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,5.8,4.0,,NIS America,Hyperdimension Neptunia ,,Koch Media,Idea Factory,,
13300,12196,Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,6.0,2.0,,505 Games,Armored Core ,,,FromSoftware,,
13301,12197,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,
13302,12198,SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,Black Bean Games,0.0,0.06,0.0,0.01,0.07,,,5,,,,,,,
13303,12199,Fairy Fencer F: Advent Dark Force,PS4,2015.0,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,7.0,1.0,,Idea Factory,,,,Compile Heart,,
13304,12200,Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,1.0,1.0,,Activision,"""Cabela's """,,,Torus Games,,
13305,12201,Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,,,,Sega,Worms ,,,Team17,Sega,Worms 3D
13306,12202,Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,,,,JoWooD Productions,,,,Barnhouse Effect,,
13307,12203,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,8.0,1.0,,Majesco Entertainment,,,,DreamRift,,
13308,12204,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,7.0,2.0,5.0,Take Two Interactive,Tokobot,2006-04-11,,,,Tokobot
13309,12205,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,6.0,9.0,4,Disney Interactive,Tron ,,,Propaganda Games,,
13310,12206,Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,,,,Athena,Gambler Legend Tetsuya ,,,,,Gambler Legend Tetsuya Digest
13311,12207,The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,6.8,9.0,6.0,NIS America,The Guided Fate Paradox,2013-10-24,,,,The Guided Fate Paradox
13312,12208,Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,4.0,1.0,,Sony Interactive Entertainment,Bleach ,,,,,Bleach RPG
13313,12209,Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,,,,Konami,Karaoke Stage ,,,Harmonix Music Systems,,
13314,12210,Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,,,,,,,,
13315,12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,
13316,12212,Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,6.7,9.0,,Crystal Dynamics,Pandemonium ,,BMG Interactive Entertainment,Crystal Dynamics,,
13317,12213,MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,6.8,50.0,7,Sony Interactive Entertainment Europe,MotorStorm ,,,Evolution Studios,,
13318,12214,National Geographic Challenge!,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,,Black Bean,,,,,Black Bean,National Geographic Challenge
13319,12215,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,5.2,5.0,4.0,Interplay Entertainment,Fallout,2004-04-16,,,,Fallout : Brotherhood of Steel
13320,12215,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,5.2,5.0,4.0,Interplay Entertainment,Fallout,2004-04-16,,,,Fallout: Brotherhood of Steel
13321,12216,Touch 'N' Play Collection,DS,2010.0,Misc,O-Games,0.04,0.02,0.0,0.01,0.07,,,,O-Games,,,Tradewest Games,,,Touch 'N' Play Collection
13322,12217,Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,5.3,3.0,,Rombax Games,,,Zoo Games,Left Field Productions,,
13323,12218,One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,6.5,26.0,,Bandai Namco Games,One Piece ,,,Ganbarion,,
13324,12219,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,7.2,18.0,8,Versus Evil,Pillars of Eternity ,,,Obsidian Entertainment,,
13325,12220,Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,Bandai Namco Games,Mobile Suit Gundam ,,,,,Gundam Tryage SP
13326,12221,Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,,,,,Top Gun ,,,Doublesix,,
13327,12222,Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,7.5,20.0,7,Sega,Gunstar Heroes ,,THQ,Treasure,,
13328,12223,Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,,,,Gamecock Media Group,,,cdv Software Entertainment,Crackpot Entertainment,,
13329,12224,C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,Konami,Contra ,,,Appaloosa Interactive,,
13330,12225,Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,,UFO Interactive,Interactive Storybook DS ,,Tommo,,,Interactive Storybook DS Series 1
13331,12226,Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,,,3,Konami,Frogger ,,,Konami Digital Entertainment - America,,
13332,12227,Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,5.0,1.0,4,Sega,Worms ,,,Team17,,
13333,12228,Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,6,D3 Publisher,Dream C Club ,,,,,Dream C Club Zero
13334,12229,Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,6.8,21.0,6.0,Konami,eFootball (Pro Evolution Soccer),2014-11-10,,Konami,Konami,Pro Evolution Soccer 2015
13335,12230,Disney Infinity,PSV,2013.0,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07,,,,Disney Interactive,Disney Infinity ,,,Avalanche Software,Disney Interactive,Disney Infinity
13336,12231,Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,Natsume,Pocky & Rocky ,,,Altron Corp.,,
13337,12232,Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,5.3,3.0,5.666666666666667,THQ,Full Spectrum Warrior,2006-06-16,,,,Full Spectrum Warrior : Ten Hammers
13338,12232,Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,5.3,3.0,5.666666666666667,THQ,Full Spectrum Warrior,2006-06-16,,,,Full Spectrum Warrior: Ten Hammers
13339,12233,Streets of Rage 3,GEN,1993.0,Action,Sega,0.0,0.0,0.07,0.0,0.07,7.7,35.0,,Sega,Streets of Rage ,,,Sega,,
13340,12234,Chocolatier,DS,2010.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,,PlayFirst,Chocolatier ,,,Big Splash Games,,
13341,12235,Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.07,,,,Square Enix,,,,,,Cosmos Rings
13342,12236,Lego Star Wars: The Force Awakens,3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.07,7.2,21.0,7,Warner Bros. Interactive Entertainment,,,,TT Games,,
13343,12237,12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,,,,,
13344,12238,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,6.2,9.0,5,THQ,Warhammer 40.000 ,,,RedLynx,,
13345,12239,Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,,Electronic Arts,Best of des Jeux en Famille ,,,Sumo Digital,,
13346,12240,Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.0,0.07,2.0,1.0,,Kalypso Media,Port Royale ,,,Gaming Minds Studios,,
13347,12241,Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,Konami,Pro Baseball Spirits ,,,,Konami,Pro Baseball Spirits 4
13348,12242,Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,,,,,Speed Racer
13349,12243,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,0.0,0.0,6.0,Midway Games,NHL Hitz,2003-11-07,Nobilis,Next Level Games,Midway Games,NHL Hitz Pro
13350,12244,Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07,,,,Bandai Namco Games,,,,Bandai Namco Games,,
13351,12245,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,FuRyu,Cardfight Vanguard ,,,,,Cardfight Vanguard : Lock on Victory
13352,12246,Jewel Quest IV: Heritage,DS,2011.0,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,,,,Licensed 4U,Jewel Quest ,,Tradewest Games,,,Jewel Quest : Heritage
13353,12247,Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,6.7,17.0,,NIS America,Atelier ,,,Gust,,
13354,12248,Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,0.05,0.02,0.0,0.0,0.06,,,,THQ,Hot Wheels ,,,Altron Corp.,,
13355,12249,Ojyousama Express,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13356,12250,Jewel Link Chronicles: Mountains of Madness,DS,,Puzzle,Avanquest,0.0,0.06,0.0,0.01,0.06,,,,,,,,,,
13357,12251,Chrysler Classic Racing,Wii,2008.0,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,,Zoo Games,,,,,,Chrysler Classic Racing
13358,12252,Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,,,,Take Two Interactive,,,,Gathering Of Developers,,
13359,12253,Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,Ubisoft,Jam Sessions ,,Ubisoft,Plato (Japon),,
13360,12254,Orcs & Elves,DS,2007.0,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06,6.4,5.0,5,Electronic Arts,,,,Fountainhead Entertainment ,,
13361,12255,187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,6.5,4.0,5,Ubisoft,,,,,Ubisoft,187 Ride or Die
13362,12256,RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,,,,Enterbrain,RPG Maker ,,,,,RPG Maker 3
13363,12257,Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,Bandai,Konjiki no Gash Bell ,,,,Bandai,Zatch Bell ! : Mamodo Battles
13364,12258,Motion Explosion!,X360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,Majesco Entertainment,,,,,,Motion Explosion
13365,12259,Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,6.3,4.0,,Idea Factory,Genkai Tokki ,,,Compile Heart,,
13366,12260,Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,7.2,24.0,,Malibu Games,Strike ,,,Gremlin Interactive,,
13367,12261,Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,,,,Genki,,,,LightWeight,,
13368,12262,Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,7.3,12.0,6.0,Konami,Gradius,2006-09-01,,,,Gradius Collection
13369,12263,Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,,,,Disney Interactive,Chicken Little ,,,Avalanche Software,,
13370,12264,IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,7.3,14.0,7.0,505 Games,IL-2 Sturmovik,2009-09-07,Digital Bros.,Gaijin Entertainment,505 Games,IL-2 Sturmovik : Birds of Prey
13371,12264,IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,7.3,14.0,7.0,505 Games,IL-2 Sturmovik,2009-09-07,Digital Bros.,Gaijin Entertainment,505 Games,IL-2 Sturmovik: Birds of Prey
13372,12265,Discworld,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,7.4,16.0,,Psygnosis,Discworld ,,,Perfect Entertainment,,
13373,12266,The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,6.1,20.0,,Warner Bros. Interactive Entertainment,,,,TT Games,,
13374,12267,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,4.7,3.0,3.0,Eidos Interactive,,2007-10-10,,,,Escape from Bug Island
13375,12268,World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,0.0,0.0,5.666666666666667,2K Games,,2006-03-16,Take Two Interactive,Coresoft,2K Games,World Poker Tour
13376,12269,Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,,5,Electronic Arts,,,,Westwood Studios,,
13377,12270,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,0.0,0.0,4.0,Deep Silver,,2009-03-16,,,,Elite Forces : Unit 77
13378,12270,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,0.0,0.0,4.0,Deep Silver,,2009-03-16,,,,Elite Forces: Unit 77
13379,12271,July,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,Sega,,,,Forty Five,,
13380,12272,ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,Konami,ESPN ,,,Konami,,
13381,12273,Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,8.0,1.0,,Sega,Bleach ,,,Treasure,,
13382,12274,Kanon,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,8.0,1.0,,Nec Interchannel,,,,,,Kanon
13383,12275,NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,6.0,1.0,4,Konami,,,,KCET,,
13384,12276,Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,0.0,0.0,3.5,Electronic Arts,LEGO,2003-11-14,,Argonaut Games,Electronic Arts,Bionicle
13385,12277,My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,,,6,Square Enix,My Pet Shop ,,Koch Media,Taito Corporation,,
13386,12278,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,Konami,,,,,,GuitarFreaks 3rd Mix & DrumMania 2nd Mix
13387,12279,Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,4.0,1.0,5.0,Vivendi Games,,2006-08-03,,,,Miami Vice : The Game
13388,12279,Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,4.0,1.0,5.0,Vivendi Games,,2006-08-03,,,,Miami Vice: The Game
13389,12280,Santa Claus Is Comin' to Town!,Wii,2011.0,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,Telegames,,,,Telegames,,
13390,12281,BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,,,,Acclaim Entertainment,,,,Underground Development,Acclaim Entertainment,BMX XXX
13391,12282,Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.06,6.1,8.0,5,,Les Chevaliers de Baphomet ,,,Revolution Software,,
13392,12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,6.5,4.0,,Capcom,,,,Capcom,,
13393,12284,Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,7.8,6.0,7.333333333333333,Acclaim Entertainment,,2002-09-25,,Underground Development,Acclaim Entertainment,Aggressive Inline
13394,12285,Western Riding Academy,DS,2010.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,,,,,,,,
13395,12286,My Pet Chimp,DS,2010.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,,,,,,
13396,12287,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,,,6,Konami,Frogger ,,Konami,Konami,,
13397,12288,Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,6.2,6.0,,Marvelous Interactive,Ikki Tôsen ,,,,,Ikki Tôsen : Xross Impact
13398,12289,Bullet Girls,PSV,2014.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,2.0,2.0,,D3 Publisher,Bullet Girls ,,,SHADE Inc.,,
13399,12290,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,THQ,Paws & Claws ,,,,,Paws & Claws : Marine Rescue
13400,12291,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13401,12292,XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,,,,,,
13402,12293,Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,,Activision,"""Cabela's """,,,Fun Labs,,
13403,12294,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13404,12295,Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,Konami,"""Pop'n Music """,,,Konami,,
13405,12296,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,6.0,20.0,5.0,Koei Tecmo,Dynasty Warriors,2013-02-08,,Omega Force,Koei Tecmo,Fist of the North Star : Ken's Rage 2
13406,12296,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,6.0,20.0,5.0,Koei Tecmo,Dynasty Warriors,2013-02-08,,Omega Force,Koei Tecmo,Fist of the North Star: Ken's Rage 2
13407,12297,Smart Boy's Toys Club,DS,2008.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,,UFO Interactive,I Did It Mum ! ,,,,,Smart Boy's Toys Club
13408,12298,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,5.0,1.0,,Falcom,,,,Falcom,,
13409,12299,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,6.9,9.0,6,Bandai Namco Games,Naruto ,,Ubisoft,Bandai Namco Games,,
13410,12300,Max & the Magic Marker,DS,2011.0,Platform,Unknown,0.0,0.06,0.0,0.0,0.06,6.5,2.0,,Press Play,,,,Press Play,,
13411,12301,Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,,,,The Game Factory,,,KOCH Media France,,,La Légende du Dragon
13412,12302,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,Marvelous Entertainment,Akagawa Jirô ,,,,,Akagawa Jirô Mystery : Tsuki no Hikari
13413,12303,Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,Sony Interactive Entertainment Europe,,,,Taito Corporation,,
13414,12304,Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,0.05,0.01,0.0,0.01,0.06,5.0,2.0,6,Southpeak Interactive,,,,Artificial Studios,,
13415,12305,Sprung - A Game Where Everyone Scores,DS,2004.0,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,,,,,,
13416,12306,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,D3 Publisher,,,,,,Neon Genesis Evangelion : Saigo no Shito
13417,12307,Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,,,,,
13418,12308,Rugby 15,PSV,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,,,,Bigben Interactive,,,,Bigben Interactive,,
13419,12309,Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,7.7,7.0,,Nintendo,Kururin ,,,,,Kururin Paradise
13420,12310,Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,Koei,"""La corda d'oro """,,,,,La corda d'oro 2 f Encore
13421,12311,Fast Food Panic,Wii,2009.0,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,,,,Nobilis,,,,Dorasu,,
13422,12312,Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7.0,1.0,,Koei Tecmo,Samurai Warriors ,,,,Koei Tecmo,Samurai Warriors Chronicles 3
13423,12313,Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,Koei Tecmo,Dynasty Warriors ,,,,,Dynasty Warriors VS
13424,12314,Another Code R: A Journey into Lost Memories,Wii,2009.0,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,,,,,,,,,,
13425,12315,Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,,,5,,,,,,,
